BUNDLE-cn-jjj-25c-03-V2-LOCATIONS,corrected_bundle,PASS,nodes=27;customers=25;cities=beijing;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-jjj-25c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-jjj-50c-01-V2-LOCATIONS,corrected_bundle,PASS,"nodes=54;customers=50;cities=beijing,tianjin;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-jjj-50c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-jjj-50c-02-V2-LOCATIONS,corrected_bundle,PASS,"nodes=54;customers=50;cities=beijing,tianjin;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-jjj-50c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-jjj-50c-03-V2-LOCATIONS,corrected_bundle,PASS,"nodes=54;customers=50;cities=beijing,tianjin;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-jjj-50c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-jjj-75c-01-V2-LOCATIONS,corrected_bundle,PASS,"nodes=79;customers=75;cities=beijing,tianjin;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-jjj-75c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-jjj-75c-02-V2-LOCATIONS,corrected_bundle,PASS,"nodes=79;customers=75;cities=beijing,tianjin;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-jjj-75c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-jjj-75c-03-V2-LOCATIONS,corrected_bundle,PASS,"nodes=79;customers=75;cities=beijing,tianjin;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-jjj-75c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-100c-01-V2-LOCATIONS,corrected_bundle,PASS,"nodes=104;customers=100;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-100c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-100c-02-V2-LOCATIONS,corrected_bundle,PASS,"nodes=104;customers=100;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-100c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-100c-03-V2-LOCATIONS,corrected_bundle,PASS,"nodes=104;customers=100;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-100c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-10c-01-V2-LOCATIONS,corrected_bundle,PASS,nodes=12;customers=10;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-10c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-10c-02-V2-LOCATIONS,corrected_bundle,PASS,nodes=12;customers=10;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-10c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-10c-03-V2-LOCATIONS,corrected_bundle,PASS,nodes=12;customers=10;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-10c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-150c-01-V2-LOCATIONS,corrected_bundle,PASS,"nodes=158;customers=150;cities=dongguan,foshan,guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-150c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-150c-02-V2-LOCATIONS,corrected_bundle,PASS,"nodes=158;customers=150;cities=dongguan,foshan,guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-150c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-150c-03-V2-LOCATIONS,corrected_bundle,PASS,"nodes=158;customers=150;cities=dongguan,foshan,guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-150c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-15c-01-V2-LOCATIONS,corrected_bundle,PASS,nodes=17;customers=15;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-15c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-15c-02-V2-LOCATIONS,corrected_bundle,PASS,nodes=17;customers=15;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-15c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-15c-03-V2-LOCATIONS,corrected_bundle,PASS,nodes=17;customers=15;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-15c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-200c-01-V2-LOCATIONS,corrected_bundle,PASS,"nodes=208;customers=200;cities=dongguan,foshan,guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-200c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-200c-02-V2-LOCATIONS,corrected_bundle,PASS,"nodes=208;customers=200;cities=dongguan,foshan,guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-200c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-200c-03-V2-LOCATIONS,corrected_bundle,PASS,"nodes=208;customers=200;cities=dongguan,foshan,guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-200c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-20c-01-V2-LOCATIONS,corrected_bundle,PASS,nodes=22;customers=20;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-20c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-20c-02-V2-LOCATIONS,corrected_bundle,PASS,nodes=22;customers=20;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-20c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-20c-03-V2-LOCATIONS,corrected_bundle,PASS,nodes=22;customers=20;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-20c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-25c-01-V2-LOCATIONS,corrected_bundle,PASS,nodes=27;customers=25;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-25c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-25c-02-V2-LOCATIONS,corrected_bundle,PASS,nodes=27;customers=25;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-25c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-25c-03-V2-LOCATIONS,corrected_bundle,PASS,nodes=27;customers=25;cities=shenzhen;failed=,all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-25c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-50c-01-V2-LOCATIONS,corrected_bundle,PASS,"nodes=54;customers=50;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-50c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-50c-02-V2-LOCATIONS,corrected_bundle,PASS,"nodes=54;customers=50;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-50c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-50c-03-V2-LOCATIONS,corrected_bundle,PASS,"nodes=54;customers=50;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-50c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-75c-01-V2-LOCATIONS,corrected_bundle,PASS,"nodes=79;customers=75;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-75c-01-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-75c-02-V2-LOCATIONS,corrected_bundle,PASS,"nodes=79;customers=75;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-75c-02-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
BUNDLE-cn-prd-75c-03-V2-LOCATIONS,corrected_bundle,PASS,"nodes=79;customers=75;cities=guangzhou,shenzhen;failed=",all explicit-authority and runtime mapping checks pass,data/ChinaInstances/china81_stage2_static_inputs_corrected_v3_20260723/instances/cn-prd-75c-03-V2-LOCATIONS/nodes.csv,"{""city_calendar_48_slots"": true, ""customer_count"": true, ""diesel_zone_map"": true, ""formal_search_frozen"": true, ""matrix_authority"": true, ""node_count"": true, ""parameter_authority"": true, ""price_area_map"": true, ""road_profiles"": true, ""static_authority"": true}"
