label,run_id,seed,budget,evaluation_index,view,source,iteration,candidate_id,completion_succeeded,status,complete_objective,complete_objective_float_hex,exception_type,exception_message,failure_category
pre,seed1_budget1000,1,1000,36,naive_ev,terminal_population_archive,,,True,PASS,2250.8677410448704,0x1.195bc488de23bp+11,,,
pre,seed1_budget1000,1,1000,37,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,38,naive_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,39,naive_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget1000,1,1000,40,naive_ev,proxy_best_solution,1000,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,41,mechanism_ev,hgs_iteration_checkpoint,100,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget1000,1,1000,42,mechanism_ev,hgs_iteration_checkpoint,200,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget1000,1,1000,43,mechanism_ev,hgs_iteration_checkpoint,300,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget1000,1,1000,44,mechanism_ev,hgs_iteration_checkpoint,400,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget1000,1,1000,45,mechanism_ev,hgs_iteration_checkpoint,500,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget1000,1,1000,46,mechanism_ev,hgs_iteration_checkpoint,600,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget1000,1,1000,47,mechanism_ev,hgs_iteration_checkpoint,700,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,48,mechanism_ev,hgs_iteration_checkpoint,800,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,49,mechanism_ev,hgs_iteration_checkpoint,900,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,50,mechanism_ev,hgs_iteration_checkpoint,1000,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,51,mechanism_ev,terminal_population_archive,,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,52,mechanism_ev,terminal_population_archive,,,True,PASS,2249.7516691028904,0x1.19380dac5cca8p+11,,,
pre,seed1_budget1000,1,1000,53,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,54,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,55,mechanism_ev,terminal_population_archive,,,True,PASS,2250.8677410448704,0x1.195bc488de23bp+11,,,
pre,seed1_budget1000,1,1000,56,mechanism_ev,terminal_population_archive,,,True,PASS,2249.664886044299,0x1.193546bf18fa9p+11,,,
pre,seed1_budget1000,1,1000,57,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,58,mechanism_ev,terminal_population_archive,,,False,INFEASIBLE_OR_ERROR,,,ValueError,"China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_shenzhen': overage=(1, 0, 1)",代理找到但完成失败
pre,seed1_budget1000,1,1000,59,mechanism_ev,common_initial_solution,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget1000,1,1000,60,mechanism_ev,proxy_best_solution,1000,,True,PASS,2245.5226865423256,0x1.18b0b9d920ab2p+11,,,
pre,seed1_budget1000,1,1000,61,route_pool,route_pool_candidate_or_parent,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
pre,seed1_budget1000,1,1000,62,route_pool,final_independent_certificate,,,True,PASS,2018.3191543892503,0x1.f8946d06880d2p+10,,,
